,Duration,Credit history,Credit amount,Present employment,Installment rate,Residence duration,Property,Age,Credits number,Job,Number of people,Purpose_car,Purpose_car_new,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_others,Purpose_radio/TV,Purpose_repairs,Purpose_retraining,Sex_male,Other_debtors_guarantor,Other_install_none,Other_install_stores,Housing_own,Housing_rent,Savings_moderate,Savings_quite_rich,Savings_rich,Checkin account_little,Checkin account_moderate,Risk_good
0,-1.2364778603818776,4,-0.7451314133870967,4,4,4,0,2.7664564848025224,2,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1
1,2.2481943623946683,2,0.9498167893630399,2,2,2,0,-1.1914039404570154,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2,-0.738667542842371,4,-0.4165624079606273,3,2,3,0,1.1833123146987072,1,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
3,1.7503840448551617,2,1.634246939825297,3,2,4,1,0.8315024991200816,1,2,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1
4,0.2569530922366421,3,0.5666635047179338,2,3,4,3,1.5351221302773328,2,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5,1.2525737273156552,2,2.0500090146529657,2,2,4,3,-0.048022039826482336,1,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
6,0.2569530922366421,2,-0.1546287563854807,4,3,4,1,1.5351221302773328,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
7,1.2525737273156552,2,1.3031968307979807,2,2,2,2,-0.048022039826482336,1,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
8,-0.738667542842371,2,-0.07523344115837269,3,2,4,0,2.238741761434584,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
9,0.7547634097761486,4,0.6956808919619843,0,4,2,2,-0.6636892170890771,2,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
10,-0.738667542842371,2,-0.7004715485718485,1,3,1,2,-0.9275465787730462,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
11,2.2481943623946683,2,0.3674663299070645,1,3,4,1,-1.0154990326677027,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
12,-0.738667542842371,2,-0.6040629515103602,2,1,1,2,-1.1914039404570154,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
13,0.2569530922366421,4,-0.734498112240609,4,4,4,2,2.1507893075399274,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
14,-0.4897623840726178,2,-0.6621916644444927,2,2,4,2,-0.6636892170890771,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
15,0.2569530922366421,2,-0.7050793124019931,2,4,2,2,-0.3118794015104515,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
16,0.2569530922366421,4,-0.30030498209236195,4,4,4,1,1.5351221302773328,2,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
17,0.7547634097761486,0,1.701591180419719,1,2,3,2,-0.9275465787730462,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
18,0.2569530922366421,2,3.2990674559937188,4,4,2,3,0.7435500452254252,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,0.2569530922366421,2,0.056265049686524994,4,3,2,2,-0.3998318554051079,1,2,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
20,-0.9875727016121243,4,-0.4030935598417429,2,4,4,2,1.0953598608040507,3,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
21,-1.2364778603818776,2,-0.22126411023680354,2,2,3,0,0.7435500452254252,1,2,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1
22,-0.9046043153555399,4,-0.3651681190859368,1,1,3,0,1.0953598608040507,2,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
23,-0.738667542842371,4,-0.5200598724531074,1,3,4,1,0.7435500452254252,1,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1
24,-0.9046043153555399,4,-0.4261323789924662,2,2,1,2,-0.8395941248783899,2,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
25,-1.2364778603818776,2,-0.6724705222194308,2,1,2,0,0.03993041406817406,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
26,-1.2364778603818776,0,-1.0084828384484417,4,4,4,2,0.3037877757521432,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
27,-0.738667542842371,1,-1.0145083757647846,2,3,3,0,0.5676451374361124,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
28,-1.1535094741252931,2,-0.3034949724363083,2,3,2,0,-0.13597449372113873,1,2,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1
29,3.2438149974736814,3,1.2634991731844265,4,3,4,3,2.4146466692238966,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
30,-0.2408572253028645,2,-0.48142554495420214,1,3,3,0,0.03993041406817406,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
31,0.2569530922366421,2,0.26538663890078273,2,2,2,2,-0.7516416709837335,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
32,-0.2408572253028645,2,0.9196891027813249,2,2,2,2,-0.4877843092997643,2,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1
33,-0.738667542842371,4,-0.7114592930898858,4,4,4,3,1.8869319458559584,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
34,-0.738667542842371,2,-0.637026185064472,1,4,1,1,-0.22392694761579512,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
35,1.999289203624915,4,0.5227125266457847,1,4,2,1,-0.9275465787730462,2,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
36,2.2481943623946683,4,1.0061732854394247,2,1,3,3,-0.3998318554051079,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
37,-0.2408572253028645,2,-0.41514463447442895,2,4,2,0,0.12788286796283044,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
38,-0.9046043153555399,2,-0.7252825845803197,2,2,2,2,0.12788286796283044,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
39,-0.9875727016121243,2,-0.9971406505588548,2,4,3,0,-1.0154990326677027,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1
40,0.7547634097761486,2,-0.3325593289033746,4,4,2,2,-0.4877843092997643,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
41,-0.738667542842371,2,-0.7490302904741422,2,3,1,2,-0.8395941248783899,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1
42,-0.2408572253028645,3,1.039490962365086,2,2,4,0,0.7435500452254252,1,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1
43,0.7547634097761486,4,1.033465425048743,3,1,4,2,-1.0154990326677027,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1
44,2.2481943623946683,4,1.0178699167005612,4,4,4,3,1.9748843997506147,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
45,-0.8216359290989554,4,-0.6657360981599887,1,4,4,2,-0.048022039826482336,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
46,1.2525737273156552,2,-0.34461040353606065,4,4,4,2,0.3037877757521432,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
47,-1.2364778603818776,2,-0.6802682763935218,0,1,2,1,-1.103451486562359,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
48,-0.8216359290989554,4,1.4024409748318656,2,1,4,1,0.3037877757521432,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
49,-0.738667542842371,2,-0.4247146055062679,2,4,2,0,-0.6636892170890771,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
50,0.2569530922366421,3,-0.3325593289033746,1,4,2,1,-0.5757367631944207,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
51,0.5058582510063954,3,0.9547789965647342,4,1,2,2,-0.4877843092997643,2,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1
52,-0.738667542842371,2,-0.7121681798329849,2,3,2,2,-0.9275465787730462,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
